bill_id,date,chamber,sequence,action
1890233,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890233,2024-11-12,Senate,2,Filed
1890234,2024-11-12,House,1,Filed
1890235,2024-11-12,House,1,Filed
1890236,2024-11-12,House,1,Filed
1890237,2024-11-12,House,1,Filed
1890238,2024-11-12,House,1,Filed
1890239,2024-11-12,House,1,Filed
1890240,2024-11-12,House,1,Filed
1890241,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890241,2024-11-12,Senate,2,Filed
1890242,2024-11-12,House,1,Filed
1890243,2024-11-12,House,1,Filed
1890244,2024-11-12,House,1,Filed
1890245,2024-11-12,House,1,Filed
1890246,2024-11-12,House,1,Filed
1890247,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890247,2024-11-12,Senate,2,Filed
1890248,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890248,2024-11-12,Senate,2,Filed
1890249,2024-11-12,House,1,Filed
1890250,2024-11-12,House,1,Filed
1890251,2024-11-12,House,1,Filed
1890252,2024-11-12,House,1,Filed
1890253,2024-11-12,House,1,Filed
1890254,2024-11-12,House,1,Filed
1890255,2024-11-12,House,1,Filed
1890256,2024-11-12,House,1,Filed
1890257,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890257,2024-11-12,Senate,2,Filed
1890258,2024-11-12,House,1,Filed
1890259,2024-11-12,House,1,Filed
1890260,2024-11-12,House,1,Filed
1890261,2024-11-12,House,1,Filed
1890262,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890262,2024-11-12,Senate,2,Filed
1890263,2024-11-12,House,1,Filed
1890264,2024-11-12,House,1,Filed
1890265,2024-11-12,House,1,Filed
1890266,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890266,2024-11-12,Senate,2,Filed
1890267,2024-11-12,House,1,Filed
1890268,2024-11-12,House,1,Filed
1890269,2024-11-12,House,1,Filed
1890270,2024-11-12,House,1,Filed
1890271,2024-11-12,House,1,Filed
1890272,2024-11-12,House,1,Filed
1890273,2024-11-12,House,1,Filed
1890274,2024-11-12,House,1,Filed
1890275,2024-11-12,House,1,Filed
1890276,2024-11-12,House,1,Filed
1890277,2024-11-12,House,1,Filed
1890278,2024-11-12,House,1,Filed
1890279,2024-11-12,House,1,Filed
1890280,2024-11-12,House,1,Filed
1890281,2024-11-12,House,1,Filed
1890282,2024-11-12,House,1,Filed
1890283,2024-11-12,House,1,Filed
1890284,2024-11-12,House,1,Filed
1890285,2024-11-12,House,1,Filed
1890286,2024-11-12,House,1,Filed
1890287,2024-11-12,House,1,Filed
1890288,2024-11-12,House,1,Filed
1890289,2024-11-12,House,1,Filed
1890290,2024-11-12,House,1,Filed
1890291,2024-11-12,House,1,Filed
1890292,2024-11-12,House,1,Filed
1890293,2024-11-12,House,1,Filed
1890294,2024-11-12,House,1,Filed
1890295,2024-11-12,House,1,Filed
1890296,2024-11-12,House,1,Filed
1890297,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890297,2024-11-12,Senate,2,Filed
1890298,2024-11-12,House,1,Filed
1890299,2024-11-12,House,1,Filed
1890300,2024-11-12,House,1,Filed
1890301,2024-11-12,House,1,Filed
1890302,2024-11-12,House,1,Filed
1890303,2024-11-12,House,1,Filed
1890304,2024-11-12,House,1,Filed
1890305,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890305,2024-11-12,Senate,2,Filed
1890306,2024-11-12,House,1,Filed
1890307,2024-11-12,House,1,Filed
1890308,2024-11-12,House,1,Filed
1890309,2024-11-12,House,1,Filed
1890310,2024-11-12,House,1,Filed
1890311,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890311,2024-11-12,Senate,2,Filed
1890312,2024-11-12,House,1,Filed
1890313,2024-11-12,House,1,Filed
1890314,2024-11-12,House,1,Filed
1890315,2024-11-12,House,1,Filed
1890316,2024-11-12,House,1,Filed
1890317,2024-11-12,House,1,Filed
1890318,2024-11-12,House,1,Filed
1890319,2024-11-12,House,1,Filed
1890320,2024-11-12,House,1,Filed
1890321,2024-11-12,House,1,Filed
1890322,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890322,2024-11-12,Senate,2,Filed
1890323,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890323,2024-11-12,Senate,2,Filed
1890324,2024-11-12,House,1,Filed
1890325,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890325,2024-11-12,Senate,2,Filed
1890326,2024-11-12,House,1,Filed
1890327,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890327,2024-11-12,Senate,2,Filed
1890328,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890328,2024-11-12,Senate,2,Filed
1890329,2024-11-12,House,1,Filed
1890330,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890330,2024-11-12,Senate,2,Filed
1890331,2024-11-12,House,1,Filed
1890332,2024-11-12,House,1,Filed
1890333,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890333,2024-11-12,Senate,2,Filed
1890334,2024-11-12,House,1,Filed
1890335,2024-11-12,House,1,Filed
1890336,2024-11-12,House,1,Filed
1890337,2024-11-12,House,1,Filed
1890338,2024-11-12,House,1,Filed
1890339,2024-11-12,House,1,Filed
1890341,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890341,2024-11-12,Senate,2,Filed
1890342,2024-11-12,House,1,Filed
1890343,2024-11-12,House,1,Filed
1890344,2024-11-12,House,1,Filed
1890345,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890345,2024-11-12,Senate,2,Filed
1890346,2024-11-12,House,1,Filed
1890347,2024-11-12,House,1,Filed
1890348,2024-11-12,House,1,Filed
1890349,2024-11-12,House,1,Filed
1890350,2024-11-12,House,1,Filed
1890351,2024-11-12,House,1,Filed
1890352,2024-11-12,House,1,Filed
1890353,2024-11-12,House,1,Filed
1890354,2024-11-12,House,1,Filed
1890355,2024-11-12,House,1,Filed
1890356,2024-11-12,House,1,Filed
1890357,2024-11-12,House,1,Filed
1890358,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890358,2024-11-12,Senate,2,Filed
1890359,2024-11-12,House,1,Filed
1890360,2024-11-12,House,1,Filed
1890361,2024-11-12,House,1,Filed
1890362,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890362,2024-11-12,Senate,2,Filed
1890363,2024-11-12,House,1,Filed
1890364,2024-11-12,House,1,Filed
1890365,2024-11-12,House,1,Filed
1890366,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890366,2024-11-12,Senate,2,Filed
1890367,2024-11-12,House,1,Filed
1890368,2024-11-12,House,1,Filed
1890369,2024-11-12,House,1,Filed
1890370,2024-11-12,House,1,Filed
1890371,2024-11-12,House,1,Filed
1890372,2024-11-12,House,1,Filed
1890373,2024-11-12,House,1,Filed
1890374,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890374,2024-11-12,Senate,2,Filed
1890375,2024-11-12,House,1,Filed
1890376,2024-11-12,House,1,Filed
1890377,2024-11-12,House,1,Filed
1890378,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890378,2024-11-12,Senate,2,Filed
1890379,2024-11-12,House,1,Filed
1890380,2024-11-12,House,1,Filed
1890381,2024-11-12,House,1,Filed
1890382,2024-11-12,House,1,Filed
1890383,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890383,2024-11-12,Senate,2,Filed
1890384,2024-11-12,House,1,Filed
1890385,2024-11-12,House,1,Filed
1890386,2024-11-12,House,1,Filed
1890387,2024-11-12,House,1,Filed
1890388,2024-11-12,House,1,Filed
1890389,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890389,2024-11-12,Senate,2,Filed
1890390,2024-11-12,House,1,Filed
1890391,2024-11-12,House,1,Filed
1890392,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890392,2024-11-12,Senate,2,Filed
1890393,2024-11-12,House,1,Filed
1890394,2024-11-12,House,1,Filed
1890395,2024-11-12,House,1,Filed
1890396,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890396,2024-11-12,Senate,2,Filed
1890397,2024-11-12,House,1,Filed
1890398,2024-11-12,House,1,Filed
1890399,2024-11-12,House,1,Filed
1890400,2024-11-12,House,1,Filed
1890401,2024-11-12,House,1,Filed
1890402,2024-11-12,House,1,Filed
1890403,2024-11-12,House,1,Filed
1890404,2024-11-12,House,1,Filed
1890405,2024-11-12,House,1,Filed
1890406,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890406,2024-11-12,Senate,2,Filed
1890407,2024-11-12,House,1,Filed
1890408,2024-11-12,House,1,Filed
1890409,2024-11-12,House,1,Filed
1890410,2024-11-12,House,1,Filed
1890411,2024-11-12,House,1,Filed
1890412,2024-11-12,House,1,Filed
1890413,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890413,2024-11-12,Senate,2,Filed
1890414,2024-11-12,House,1,Filed
1890415,2024-11-12,House,1,Filed
1890416,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890416,2024-11-12,Senate,2,Filed
1890417,2024-11-12,House,1,Filed
1890418,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890418,2024-11-12,Senate,2,Filed
1890419,2024-11-12,House,1,Filed
1890420,2024-11-12,House,1,Filed
1890421,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890421,2024-11-12,Senate,2,Filed
1890422,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890422,2024-11-12,Senate,2,Filed
1890423,2024-11-12,House,1,Filed
1890424,2024-11-12,House,1,Filed
1890425,2024-11-12,House,1,Filed
1890426,2024-11-12,House,1,Filed
1890427,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890427,2024-11-12,Senate,2,Filed
1890428,2024-11-12,House,1,Filed
1890429,2024-11-12,House,1,Filed
1890430,2024-11-12,House,1,Filed
1890431,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890431,2024-11-12,Senate,2,Filed
1890432,2024-11-12,House,1,Filed
1890433,2024-11-12,House,1,Filed
1890434,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890434,2024-11-12,Senate,2,Filed
1890435,2024-11-12,House,1,Filed
1890436,2024-11-12,House,1,Filed
1890437,2024-11-12,House,1,Filed
1890438,2024-11-12,House,1,Filed
1890439,2024-11-12,House,1,Filed
1890440,2024-11-12,House,1,Filed
1890441,2024-11-12,House,1,Filed
1890442,2024-11-12,House,1,Filed
1890443,2024-11-12,House,1,Filed
1890444,2024-11-12,House,1,Filed
1890445,2024-11-12,House,1,Filed
1890446,2024-11-12,House,1,Filed
1890447,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890447,2024-11-12,Senate,2,Filed
1890448,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890448,2024-11-12,Senate,2,Filed
1890450,2024-11-12,House,1,Filed
1890451,2024-11-12,House,1,Filed
1890452,2024-11-12,House,1,Filed
1890453,2024-11-12,House,1,Filed
1890454,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890454,2024-11-12,Senate,2,Filed
1890455,2024-11-12,House,1,Filed
1890456,2024-11-12,House,1,Filed
1890457,2024-11-12,House,1,Filed
1890458,2024-11-12,House,1,Filed
1890459,2024-11-12,House,1,Filed
1890460,2024-11-12,House,1,Filed
1890461,2024-11-12,House,1,Filed
1890462,2024-11-12,House,1,Filed
1890463,2024-11-12,House,1,Filed
1890464,2024-11-12,House,1,Filed
1890465,2024-11-12,House,1,Filed
1890466,2024-11-12,House,1,Filed
1890467,2024-11-12,House,1,Filed
1890468,2024-11-12,House,1,Filed
1890469,2024-11-12,House,1,Filed
1890470,2024-11-12,House,1,Filed
1890471,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890471,2024-11-12,Senate,2,Filed
1890472,2024-11-12,House,1,Filed
1890473,2024-11-12,House,1,Filed
1890474,2024-11-12,House,1,Filed
1890475,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890475,2024-11-12,Senate,2,Filed
1890476,2024-11-12,House,1,Filed
1890477,2024-11-12,House,1,Filed
1890478,2024-11-12,House,1,Filed
1890479,2024-11-12,House,1,Filed
1890480,2024-11-12,House,1,Filed
1890481,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890481,2024-11-12,Senate,2,Filed
1890482,2024-11-12,House,1,Filed
1890483,2024-11-12,House,1,Filed
1890484,2024-11-12,House,1,Filed
1890485,2024-11-12,House,1,Filed
1890486,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890486,2024-11-12,Senate,2,Filed
1890487,2024-11-12,House,1,Filed
1890488,2024-11-12,House,1,Filed
1890489,2024-11-12,House,1,Filed
1890490,2024-11-12,House,1,Filed
1890491,2024-11-12,House,1,Filed
1890492,2024-11-12,House,1,Filed
1890493,2024-11-12,House,1,Filed
1890494,2024-11-12,House,1,Filed
1890495,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890495,2024-11-12,Senate,2,Filed
1890496,2024-11-12,House,1,Filed
1890497,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890497,2024-11-12,Senate,2,Filed
1890498,2024-11-12,House,1,Filed
1890499,2024-11-12,House,1,Filed
1890500,2024-11-12,House,1,Filed
1890501,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890501,2024-11-12,Senate,2,Filed
1890502,2024-11-12,House,1,Filed
1890503,2024-11-12,House,1,Filed
1890504,2024-11-12,House,1,Filed
1890505,2024-11-12,House,1,Filed
1890506,2024-11-12,House,1,Filed
1890507,2024-11-12,House,1,Filed
1890508,2024-11-12,House,1,Filed
1890509,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890509,2024-11-12,Senate,2,Filed
1890510,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890510,2024-11-12,Senate,2,Filed
1890511,2024-11-12,House,1,Filed
1890512,2024-11-12,House,1,Filed
1890513,2024-11-12,House,1,Filed
1890514,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890514,2024-11-12,Senate,2,Filed
1890515,2024-11-12,House,1,Filed
1890516,2024-11-12,House,1,Filed
1890517,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890517,2024-11-12,Senate,2,Filed
1890518,2024-11-12,House,1,Filed
1890519,2024-11-12,House,1,Filed
1890520,2024-11-12,House,1,Filed
1890521,2024-11-12,House,1,Filed
1890522,2024-11-12,House,1,Filed
1890523,2024-11-12,House,1,Filed
1890524,2024-11-12,House,1,Filed
1890525,2024-11-12,House,1,Filed
1890526,2024-11-12,House,1,Filed
1890527,2024-11-12,House,1,Filed
1890528,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890528,2024-11-12,Senate,2,Filed
1890529,2024-11-12,House,1,Filed
1890530,2024-11-12,House,1,Filed
1890531,2024-11-12,House,1,Filed
1890532,2024-11-12,House,1,Filed
1890533,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890533,2024-11-12,Senate,2,Filed
1890534,2024-11-12,House,1,Filed
1890535,2024-11-12,House,1,Filed
1890536,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890536,2024-11-12,Senate,2,Filed
1890537,2024-11-12,House,1,Filed
1890538,2024-11-12,House,1,Filed
1890539,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890539,2024-11-12,Senate,2,Filed
1890540,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890540,2024-11-12,Senate,2,Filed
1890541,2024-11-12,House,1,Filed
1890542,2024-11-12,House,1,Filed
1890543,2024-11-12,House,1,Filed
1890544,2024-11-12,House,1,Filed
1890545,2024-11-12,House,1,Filed
1890546,2024-11-12,House,1,Filed
1890547,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890547,2024-11-12,Senate,2,Filed
1890548,2024-11-12,House,1,Filed
1890549,2024-11-12,House,1,Filed
1890550,2024-11-12,House,1,Filed
1890551,2024-11-12,House,1,Filed
1890552,2024-11-12,House,1,Filed
1890553,2024-11-12,House,1,Filed
1890554,2024-11-12,House,1,Filed
1890555,2024-11-12,House,1,Filed
1890556,2024-11-12,House,1,Filed
1890557,2024-11-12,House,1,Filed
1890559,2024-11-12,House,1,Filed
1890560,2024-11-12,House,1,Filed
1890561,2024-11-12,House,1,Filed
1890562,2024-11-12,House,1,Filed
1890563,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890563,2024-11-12,Senate,2,Filed
1890564,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890564,2024-11-12,Senate,2,Filed
1890565,2024-11-12,House,1,Filed
1890566,2024-11-12,House,1,Filed
1890567,2024-11-12,House,1,Filed
1890568,2024-11-12,House,1,Filed
1890569,2024-11-12,House,1,Filed
1890570,2024-11-12,House,1,Filed
1890571,2024-11-12,House,1,Filed
1890572,2024-11-12,House,1,Filed
1890573,2024-11-12,House,1,Filed
1890574,2024-11-12,House,1,Filed
1890575,2024-11-12,House,1,Filed
1890576,2024-11-12,House,1,Filed
1890577,2024-11-12,House,1,Filed
1890578,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890578,2024-11-12,Senate,2,Filed
1890579,2024-11-12,House,1,Filed
1890580,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890580,2024-11-12,Senate,2,Filed
1890581,2024-11-12,House,1,Filed
1890582,2024-11-12,House,1,Filed
1890583,2024-11-12,House,1,Filed
1890584,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890584,2024-11-12,Senate,2,Filed
1890585,2024-11-12,House,1,Filed
1890586,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890586,2024-11-12,Senate,2,Filed
1890587,2024-11-12,House,1,Filed
1890588,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890588,2024-11-12,Senate,2,Filed
1890589,2024-11-12,House,1,Filed
1890590,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890590,2024-11-12,Senate,2,Filed
1890591,2024-11-12,House,1,Filed
1890592,2024-11-12,House,1,Filed
1890593,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890593,2024-11-12,Senate,2,Filed
1890594,2024-11-12,House,1,Filed
1890595,2024-11-12,House,1,Filed
1890596,2024-11-12,House,1,Filed
1890597,2024-11-12,House,1,Filed
1890598,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890598,2024-11-12,Senate,2,Filed
1890599,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890599,2024-11-12,Senate,2,Filed
1890600,2024-11-12,House,1,Filed
1890601,2024-11-12,House,1,Filed
1890602,2024-11-12,House,1,Filed
1890603,2024-11-12,House,1,Filed
1890604,2024-11-12,House,1,Filed
1890605,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890605,2024-11-12,Senate,2,Filed
1890606,2024-11-12,House,1,Filed
1890607,2024-11-12,House,1,Filed
1890608,2024-11-12,House,1,Filed
1890609,2024-11-12,House,1,Filed
1890610,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890610,2024-11-12,Senate,2,Filed
1890611,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890611,2024-11-12,Senate,2,Filed
1890612,2024-11-12,House,1,Filed
1890613,2024-11-12,House,1,Filed
1890614,2024-11-12,House,1,Filed
1890615,2024-11-12,House,1,Filed
1890616,2024-11-12,House,1,Filed
1890617,2024-11-12,House,1,Filed
1890618,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890618,2024-11-12,Senate,2,Filed
1890619,2024-11-12,House,1,Filed
1890620,2024-11-12,House,1,Filed
1890621,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890621,2024-11-12,Senate,2,Filed
1890622,2024-11-12,House,1,Filed
1890623,2024-11-12,House,1,Filed
1890624,2024-11-12,House,1,Filed
1890625,2024-11-12,House,1,Filed
1890626,2024-11-12,House,1,Filed
1890627,2024-11-12,House,1,Filed
1890628,2024-11-12,House,1,Filed
1890629,2024-11-12,House,1,Filed
1890630,2024-11-12,House,1,Filed
1890631,2024-11-12,House,1,Filed
1890632,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890632,2024-11-12,Senate,2,Filed
1890633,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890633,2024-11-12,Senate,2,Filed
1890634,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890634,2024-11-12,Senate,2,Filed
1890635,2024-11-12,House,1,Filed
1890636,2024-11-12,House,1,Filed
1890637,2024-11-12,House,1,Filed
1890638,2024-11-12,House,1,Filed
1890639,2024-11-12,House,1,Filed
1890640,2024-11-12,House,1,Filed
1890641,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890641,2024-11-12,Senate,2,Filed
1890642,2024-11-12,House,1,Filed
1890643,2024-11-12,House,1,Filed
1890644,2024-11-12,House,1,Filed
1890645,2024-11-12,House,1,Filed
1890646,2024-11-12,House,1,Filed
1890647,2024-11-12,House,1,Filed
1890648,2024-11-12,House,1,Filed
1890649,2024-11-12,House,1,Filed
1890650,2024-11-12,House,1,Filed
1890651,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890651,2024-11-12,Senate,2,Filed
1890652,2024-11-12,House,1,Filed
1890653,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890653,2024-11-12,Senate,2,Filed
1890654,2024-11-12,House,1,Filed
1890655,2024-11-12,House,1,Filed
1890656,2024-11-12,House,1,Filed
1890657,2024-11-12,House,1,Filed
1890658,2024-11-12,House,1,Filed
1890659,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890659,2024-11-12,Senate,2,Filed
1890660,2024-11-12,House,1,Filed
1890661,2024-11-12,House,1,Filed
1890662,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890662,2024-11-12,Senate,2,Filed
1890663,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890663,2024-11-12,Senate,2,Filed
1890664,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890664,2024-11-12,Senate,2,Filed
1890665,2024-11-12,House,1,Filed
1890666,2024-11-12,House,1,Filed
1890668,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890668,2024-11-12,Senate,2,Filed
1890669,2024-11-12,House,1,Filed
1890670,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890670,2024-11-12,Senate,2,Filed
1890671,2024-11-12,House,1,Filed
1890672,2024-11-12,House,1,Filed
1890673,2024-11-12,House,1,Filed
1890674,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890674,2024-11-12,Senate,2,Filed
1890675,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890675,2024-11-12,Senate,2,Filed
1890676,2024-11-12,House,1,Filed
1890677,2024-11-12,House,1,Filed
1890678,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890678,2024-11-12,Senate,2,Filed
1890679,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890679,2024-11-12,Senate,2,Filed
1890680,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890680,2024-11-12,Senate,2,Filed
1890681,2024-11-12,House,1,Filed
1890682,2024-11-12,House,1,Filed
1890683,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890683,2024-11-12,Senate,2,Filed
1890684,2024-11-12,House,1,Filed
1890685,2024-11-12,House,1,Filed
1890686,2024-11-12,House,1,Filed
1890687,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890687,2024-11-12,Senate,2,Filed
1890688,2024-11-12,House,1,Filed
1890689,2024-11-12,House,1,Filed
1890690,2024-11-12,House,1,Filed
1890691,2024-11-12,House,1,Filed
1890692,2024-11-12,House,1,Filed
1890693,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890693,2024-11-12,Senate,2,Filed
1890694,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890694,2024-11-12,Senate,2,Filed
1890695,2024-11-12,House,1,Filed
1890696,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890696,2024-11-12,Senate,2,Filed
1890697,2024-11-12,House,1,Filed
1890698,2024-11-12,House,1,Filed
1890699,2024-11-12,House,1,Filed
1890700,2024-11-12,House,1,Filed
1890701,2024-11-12,House,1,Filed
1890702,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890702,2024-11-12,Senate,2,Filed
1890703,2024-11-12,House,1,Filed
1890704,2024-11-12,House,1,Filed
1890705,2024-11-12,House,1,Filed
1890706,2024-11-12,House,1,Filed
1890707,2024-11-12,House,1,Filed
1890708,2024-11-12,House,1,Filed
1890709,2024-11-12,House,1,Filed
1890710,2024-11-12,House,1,Filed
1890711,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890711,2024-11-12,Senate,2,Filed
1890712,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890712,2024-11-12,Senate,2,Filed
1890713,2024-11-12,House,1,Filed
1890714,2024-11-12,House,1,Filed
1890715,2024-11-12,House,1,Filed
1890716,2024-11-12,House,1,Filed
1890717,2024-11-12,House,1,Filed
1890718,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890718,2024-11-12,Senate,2,Filed
1890719,2024-11-12,House,1,Filed
1890720,2024-11-12,House,1,Filed
1890721,2024-11-12,House,1,Filed
1890722,2024-11-12,House,1,Filed
1890723,2024-11-12,House,1,Filed
1890724,2024-11-12,House,1,Filed
1890725,2024-11-12,House,1,Filed
1890726,2024-11-12,House,1,Filed
1890727,2024-11-12,House,1,Filed
1890728,2024-11-12,House,1,Filed
1890729,2024-11-12,House,1,Filed
1890730,2024-11-12,House,1,Filed
1890731,2024-11-12,House,1,Filed
1890732,2024-11-12,House,1,Filed
1890733,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890733,2024-11-12,Senate,2,Filed
1890734,2024-11-12,House,1,Filed
1890735,2024-11-12,House,1,Filed
1890736,2024-11-12,House,1,Filed
1890737,2024-11-12,House,1,Filed
1890738,2024-11-12,House,1,Filed
1890739,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890739,2024-11-12,Senate,2,Filed
1890740,2024-11-12,House,1,Filed
1890741,2024-11-12,House,1,Filed
1890742,2024-11-12,House,1,Filed
1890743,2024-11-12,House,1,Filed
1890744,2024-11-12,House,1,Filed
1890745,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890745,2024-11-12,Senate,2,Filed
1890746,2024-11-12,House,1,Filed
1890747,2024-11-12,House,1,Filed
1890748,2024-11-12,House,1,Filed
1890749,2024-11-12,House,1,Filed
1890750,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890750,2024-11-12,Senate,2,Filed
1890751,2024-11-12,House,1,Filed
1890752,2024-11-12,House,1,Filed
1890753,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890753,2024-11-12,Senate,2,Filed
1890754,2024-11-12,House,1,Filed
1890755,2024-11-12,House,1,Filed
1890756,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890756,2024-11-12,Senate,2,Filed
1890757,2024-11-12,House,1,Filed
1890758,2024-11-12,House,1,Filed
1890759,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890759,2024-11-12,Senate,2,Filed
1890760,2024-11-12,House,1,Filed
1890761,2024-11-12,House,1,Filed
1890762,2024-11-12,House,1,Filed
1890763,2024-11-12,House,1,Filed
1890764,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890764,2024-11-12,Senate,2,Filed
1890765,2024-11-12,House,1,Filed
1890766,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890766,2024-11-12,Senate,2,Filed
1890767,2024-11-12,House,1,Filed
1890768,2024-11-12,House,1,Filed
1890769,2024-11-12,House,1,Filed
1890770,2024-11-12,Senate,1,"Received by the Secretary of the Senate"
1890770,2024-11-12,Senate,2,Filed
1890771,2024-11-12,House,1,Filed
